OSMP MDR - ISO 20022 Message Definitions (Full eRepository)
Source: ISO 20022 eRepository 2025-04-24
Messages: 810,"Dictionary: 66,956 definitions","D:PACK: 1,170,864 bytes"
pain.002.001.14,CustomerPaymentStatusReportV14,"Scope The CustomerPaymentStatusReport message is sent by an instructed agent to the previous party in the payment chain. It is used to inform this party about the positive or negative status of an instruction (either single or file). It is also used to report on a pending instruction. Usage The CustomerPaymentStatusReport message is exchanged between an agent and a non-financial institution customer to provide status information on instructions previously sent. Its usage will always be governed by a bilateral agreement between the agent and the non-financial institution customer. The CustomerPaymentStatusReport message can be used to provide information about the status (for example a rejection, an acceptance) of the initiation of a credit transfer, a direct debit, as well as on the initiation of other customer instructions. The CustomerPaymentStatusReport message refers to the original instruction(s) by means of references only or by means of references and a set of elements from the original instruction. The CustomerPaymentStatusReport message can be used in domestic and cross-border scenarios. The CustomerPaymentStatusReport may also be sent to the receiver of the payment in a real time payment scenario, as both sides of the transactions must be informed of the status of the transaction (that is either the beneficiary is credited, or the transaction is rejected)."
pain.006.001.01,PaymentCancellationRequestV01,"Scope The PaymentCancellationRequest message is sent by the initiating party or any agent, to the next party in the payment chain. It is used to request the cancellation of an instruction previously sent. Usage The PaymentCancellationRequest message is exchanged between non-financial institution customers and agents to request the cancellation of a payment initiation message previously sent (i.e. the CustomerCreditTransferInitiation message and the CustomerDirectDebitInitiation messages). The PaymentCancellationRequest message can be used to request the cancellation of single instructions or multiple instructions, from one or multiple files. The PaymentCancellationRequest message can be used in domestic and cross-border scenarios. The PaymentCancellationRequest message refers to the original instruction(s) by means of references only or by means of references and a set of elements from the original instruction. The PaymentCancellationRequest message exchanged between non-financial institution customers and agents is identified in the schema as follows: urn:iso:std:iso:20022:tech:xsd:pain.006.001.01."
pain.007.001.12,CustomerPaymentReversalV12,Scope The CustomerPaymentReversal message is sent by the initiating party to the next party in the payment chain. It is used to reverse a payment previously executed. Usage The CustomerPaymentReversal message is exchanged between a non-financial institution customer and an agent to reverse a CustomerDirectDebitInitiation message that has been settled. The result will be a credit on the debtor account. The CustomerPaymentReversal message refers to the original CustomerDirectDebitInitiation message by means of references only or by means of references and a set of elements from the original instruction. The CustomerPaymentReversal message can be used in domestic and cross-border scenarios.
pain.008.001.11,CustomerDirectDebitInitiationV11,"Scope The CustomerDirectDebitInitiation message is sent by the initiating party to the forwarding agent or creditor agent. It is used to request single or bulk collection(s) of funds from one or various debtor's account(s) for a creditor. Usage The CustomerDirectDebitInitiation message can contain one or more direct debit instructions. The message can be used in a direct or a relay scenario: - In a direct scenario, the message is sent directly to the creditor agent. The creditor agent is the account servicer of the creditor. - In a relay scenario, the message is sent to a forwarding agent. The forwarding agent acts as a concentrating financial institution. It will forward the CustomerDirectDebitInitiation message to the creditor agent. The message can also be used by an initiating party that has authority to send the message on behalf of the creditor. This caters for example for the scenario of a payments factory initiating all payments on behalf of a large corporate. The CustomerDirectDebitInitiation message can be used in domestic and cross-border scenarios. The CustomerDirectDebitInitiation may or may not contain mandate related information, i.e. extracts from a mandate, such as MandateIdentification or DateOfSignature. The CustomerDirectDebitInitiation message must not be considered as a mandate. The CustomerDirectDebitInitiation message must not be used by the creditor agent to execute the direct debit instruction(s). The FIToFICustomerDirectDebit message must be used instead."
pain.009.001.08,MandateInitiationRequestV08,"Scope The MandateInitiationRequest message is sent by the initiator of the request to his agent. The initiator can either be the debtor or the creditor. The MandateInitiationRequest message is forwarded by the agent of the initiator to the agent of the counterparty. The MandateInitiationRequest message is used to setup the instruction that allows the debtor agent to accept instructions from the creditor, through the creditor agent, to debit the account of the debtor. Usage The MandateInitiationRequest message can contain one or more request(s) to setup a specific mandate. The messages can be exchanged between creditor and creditor agent or debtor and debtor agent and between creditor agent and debtor agent. The message can also be used by an initiating party that has authority to send the message on behalf of the creditor or debtor. The MandateInitiationRequest message can be used in domestic and cross-border scenarios."
pain.010.001.08,MandateAmendmentRequestV08,"Scope The MandateAmendmentRequest message is sent by the initiator of the request to his agent and/or counterparty. The initiator can both be the debtor or the creditor (or where appropriate the debtor agent). The MandateAmendmentRequest message is forwarded by the agent of the initiator to the agent of the counterparty. A MandateAmendmentRequest message is used to request the amendment of specific information in an existing mandate. The MandateAmendmentRequest message must reflect the new data of the element(s) to be amended and at a minimum a unique reference to the existing mandate. If accepted, this MandateAmendmentRequest message together with the MandateAcceptanceReport message confirming the acceptance will be considered as a valid amendment on an existing mandate, agreed upon by all parties. The amended mandate will from then on be considered the valid mandate. Usage The MandateAmendmentRequest message can contain one or more request(s) to amend a specific mandate. The messages can be exchanged between creditor and creditor agent or debtor and debtor agent and between creditor agent and debtor agent. The message can also be used by an initiating party that has authority to send the message on behalf of the creditor or debtor. The MandateAmendmentRequest message can be used in domestic and cross-border scenarios. If all elements in the existing Mandate need to be amended or the underlying contract is different, then the MandateAmendmentRequest message should not be used. The existing Mandate has to be cancelled and a new Mandate has to be initiated."
pain.011.001.08,MandateCancellationRequestV08,"Scope The MandateCancellationRequest message is sent by the initiator of the request to his agent. The initiator can either be the debtor or the creditor. The MandateCancellationRequest message is forwarded by the agent of the initiator to the agent of the counterparty. A MandateCancellationRequest message is used to request the cancellation of an existing mandate. If accepted, this MandateCancellationRequest message together with the MandateAcceptanceReport message confirming the acceptance will be considered a valid cancellation of an existing mandate, agreed upon by all parties. Usage The MandateCancellationRequest message can contain one or more request(s) to cancel a specific mandate. The messages can be exchanged between creditor and creditor agent or debtor and debtor agent and between creditor agent and debtor agent. The message can also be used by an initiating party that has authority to send the message on behalf of the creditor or debtor. The MandateCancellationRequest message can be used in domestic and cross-border scenarios."
pain.012.001.08,MandateAcceptanceReportV08,"Scope The MandateAcceptanceReport message is sent from the agent of the receiver (debtor or creditor) of the MandateRequest message (initiation, amendment or cancellation) to the agent of the initiator of the MandateRequest message (debtor or creditor). A MandateAcceptanceReport message is used to confirm the acceptance or rejection of a MandateRequest message. Where acceptance is part of the full process flow, a MandateRequest message only becomes valid after a confirmation of acceptance is received through a MandateAcceptanceReport message from the agent of the receiver. Usage The MandateAcceptanceReport message can contain one or more confirmation(s) of acceptance or rejection of a specific Mandate Request. The messages can be exchanged between debtor agent and creditor agent and between debtor agent and debtor and creditor agent and creditor. The MandateAcceptanceReport message can be used in domestic and cross-border scenarios."
pain.013.001.11,CreditorPaymentActivationRequestV11,"The CreditorPaymentActivationRequest message is sent by the Creditor sending party to the Debtor receiving party, directly or through agents. It is used by a Creditor to request movement of funds from the debtor account to a creditor."
pain.014.001.11,CreditorPaymentActivationRequestStatusReportV11,The CreditorPaymentActivationRequestStatusReport message is sent by a party to the next party in the creditor payment activation request chain. It is used to inform the latter about the positive or negative status of a creditor payment activation request (either single or file).
pain.017.001.04,MandateCopyRequestV04,"Scope The MandateCopyRequest message is sent by the initiator of the request to his agent. The initiator can either be the debtor or the creditor. The MandateCopyRequest message is forwarded by the agent of the initiator to the agent of the counterparty. A MandateCopyRequest message is used to request a copy of an existing mandate. If accepted, the mandate copy can be sent using the MandateAcceptanceReport message. Usage The MandateCopyRequest message can contain one or more copy requests. The messages can be exchanged between creditor and creditor agent or debtor and debtor agent and between creditor agent and debtor agent. The message can also be used by an initiating party that has authority to send the message on behalf of the creditor or debtor. The MandateCopyRequest message can be used in domestic and cross-border scenarios. "
pain.018.001.04,MandateSuspensionRequestV04,"Scope The MandateSuspensionRequest message is sent by the initiator of the request to its agent. The initiator can either be the debtor, debtor agent, creditor or creditor agent. A MandateSuspensionRequest message is used to request the suspension of an existing mandate until the suspension is lifted.  Usage The MandateSuspensionRequest message can contain one or more suspension requests. The messages can be exchanged between creditor and creditor agent or debtor and debtor agent and between creditor agent and debtor agent. The MandateSuspensionRequest message can be used in domestic and cross-border scenarios. "
reda.001.001.04,PriceReportV04,"SCOPE  A report provider, for example, a transfer agent, fund accountant or market data provider, sends the PriceReport message to the report recipient, for example, a fund management company, transfer agent, market data provider, regulator or any other interested party to provide the net asset value and price information for financial instruments on specific trade dates and, optionally, to quote price variation information.  USAGE  The PriceReport message is sent by the report provider to the report recipient to:  - report prices for one or several different financial instruments for one or several different trade dates, - report statistical information about the valuation of a financial instrument, - inform another party that the quotation of a financial instrument is suspended, - report prices that are used for other purposes than the execution of investment funds orders. ."
reda.002.001.04,PriceReportCancellationV04,"SCOPE A report provider, for example, a transfer agent, fund accountant or market data provider, sends the PriceReportCancellation message to the report recipient, for example, a fund management company, transfer agent, market data provider, regulator or any other interested party to cancel previously sent prices.  USAGE The PriceReportCancellation message is used to either:  - cancel an entire PriceReport that was previously sent (by quoting the business reference of the original price report in the PriceReportIdentification element), or, - cancel one or more individual prices from a previously sent price report (by using the PriceDetailsToBeCancelled sequence). Technically, it is possible to cancel all the prices individually by using the PriceDetailsToBeCancelled sequence, but this is not recommended. The cancellation should not contain the cancellation of prices for more than one NAV date.   "
reda.003.001.03,PriceReportCorrectionV03,"Scope A report provider, eg, a transfer agent, fund accountant or market data provider, sends the PriceReportCorrection message to the report recipient, eg, a fund management company, transfer agent, market data provider, regulator or any other interested party to correct at least one of the prices for a financial instrument that was reported in a previously sent PriceReport message. Usage The PriceReportCorrection message is used to correct information reported in a previously sent PriceReport. If an entire PriceReport message must be corrected, eg, due to an incorrect trade date, it is recommended that a PriceReportCancellation message is used to cancel the entire PriceReport message and a new PriceReport sent."
reda.004.001.07,FundReferenceDataReportV07,"Scope The FundReferenceDataReport message is sent by a report provider, for example, a fund promoter, fund management company, transfer agent, or market data provider to the report recipient, for example, a professional investor, investment fund distributor, market data provider, regulator or other interested party, to provide the key reference data for financial instruments to facilitate trading. The message may also include reporting data concerning product governance, such as target market data, and a breakdown of the costs and fees. Usage A FundReferenceDataReport message should be prepared for each class of unit/share (for which an individual ISIN should have been allocated), in respect of its ""home"" market. Each time the fund data changes, the ‘product provider’ must provide the data to a product user, for example, the distributors, by sending a new funds reference data report. A single message may contain more than one report. When the FundReferenceDataReport message is sent to provide updated reference data, the message overwrites the previously sent data. The FundReferenceDataReport message may be used in various models or environments: -&#x9;in a standalone environment, for example, initiated by the Report Provider (fund promoter, fund manager and / or reference data vendors) sent on a regular frequency, or when changes are needed. -&#x9;in a request / response environment, with the InvestmentFundReportRequest, for example, initiated by report users (data vendors, professional investors, regulators or investment fund distributors) in enabling the user to control the flow and updates of information. -&#x9;in a reference data vendor environment, for example, market infrastructure and reference data providers may collate and store all fund reference data information centrally for access via database or regular distribution information. A reference data vendor may assume the role of both report provider and report user. The FundReferenceDataReport message may be used to provide data concerning product governance, such as target market data, and a breakdown of the costs and fees in the context of MiFID II, with respect to the European MiFID Template (EMT)."
reda.005.001.03,InvestmentFundReportRequestV03,"Scope The InvestmentFundReportRequest message is sent by a report user, for example, a professional investor, investment fund distributor, market data provider, regulator or other interested party to the report provider, for example, a fund promoter, fund management company, transfer agent, or market data provider to request a report. The Investment Fund Report Request message can be used to request one or many fund reference data report messages. Usage If the InvestmentFundReportRequest message is used to request a fund reference data report then the request can specify the financial instrument for which the report is requested. Other appropriate parameters can also be included. It is also possible to indicate that the request is an open request, that is, there is no specific criteria for the report requested. For example, a request for a fund reference data report that is specified as ""no criteria"" means that the request is a request for a reference data report messages for all funds."
reda.006.001.01,SecurityCreationRequestV01,"SCOPE An instructing party sends a SecurityCreationRequest message to an executing/servicing party to request the creation of financial instrument static details in their system.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE The request is sent when the instructing party identified a gap in the securities coverage of the executing/servicing party. The instructing party needs this security to be set-up at the executing /servicing party to perform its activities.  Initiator: instructing party."
reda.007.001.01,SecurityMaintenanceRequestV01,"SCOPE An instructing party sends a SecurityMaintenanceRequest message to an executing/servicing party to request the maintenance of financial instrument details in their system.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE The request is sent when the instructing party identified a gap in the security data within the executing/servicing party system. The instructing party needs this security to be updated at the executing /servicing party to perform its activities.  Initiator: instructing party."
reda.008.001.01,SecurityCreationStatusAdviceV01,"SCOPE An executing/servicing party sends a SecurityCreationStatusAdvice message to an instructing party to report the status of a SecurityCreationRequest message previously sent by the instructing party.   The SecurityCreationStatusAdvice message may be sent as a response to the request of the instructing party or not.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE Initiator: executing/servicing party."
reda.009.001.01,SecurityActivityAdviceV01,The SecurityActivityReport message is sent by the executing party to an instructing party containing information about changes on securities reference data.  Scope and usage:  It aims at informing about the changes occurred during a business date for securities reference data.
reda.010.001.01,SecurityQueryV01,"SCOPE An instructing party sends a SecurityQuery message to an executing/servicing party to request a report of financial instrument details in their system.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE The request is sent when the instructing party needs to see data of a security data within the executing/servicing party system.  Initiator: instructing party."
reda.012.001.01,SecurityReportV01,"SCOPE An executing/servicing party sends a SecurityReport message to an instructing party to advise the last known image of securities data's.  The report may be sent upon request (for example a query) of the instructing party or push by the executing/servicing party.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  Initiator: executing/servicing party."
reda.013.001.01,SecurityDeletionRequestV01,"SCOPE An instructing party sends a SecurityDeletionRequest message to an executing/servicing party to advice the complete removal of a financial instrument entry from their system.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE The request is sent when the instructing party identified that a security is wrongly created in the securities coverage of the executing/servicing party. The instructing party needs this security to be removed from the executing /servicing party database.  This message can be used when a security identification code was issued too quickly or if a security identification code needs to be reused (for example, in case of money market instrument). The result of this message is a complete removal of the security identification from the executing/servicing party's database.  Initiator: instructing party."
reda.014.001.02,PartyCreationRequestV02,Scope: The PartyCreationRequest message is sent by an instructing party to the executing party to request for the creation of party reference data for a new party in the executing system.  Usage: It aims at instructing the creation of a new party with corresponding details. Processing and confirmation of the party creation request are provided via a party status advice.
reda.015.001.01,PartyQueryV01,"Scope: The PartyQuery message is sent by a central securities depository, a national central bank, a central securities depository participant, a central counter party, a payment bank, a trading party or a stock exchange to the executing party to query for the party reference data of a party defined in the system."
reda.016.001.01,PartyStatusAdviceV01,"Scope: The PartyStatusAdvice message is sent by the executing party to the instructing party to provide details about the processing of a request on party reference data (create or update).  Usage: When processing information is negative - a failure occurred in applying the changes the message accordingly also delivers information about the reason why the creation or update could not be processed. When processing is successfully performed, the message includes the related party identification."
reda.017.001.02,PartyReportV02,"Scope: The PartyReport message is sent by the executing party to a central securities depository, a national central bank, a central securities depository participant, a central counter party, a payment bank, a trading party or a stock exchange to provide detailed information on the requested party reference data of the party defined in the system."
reda.018.001.01,SecuritiesAccountCreationRequestV01,The SecuritiesAccountCreationRequest message message is sent by an instructing party to the executing party to instruct the creation of a new securities account with the required account attributes details.  Usage: Processing and confirmation of the securities account creation request message are provided via a SecuritiesAccountStatusAdvice message.
reda.019.001.01,SecuritiesAccountQueryV01,The SecuritiesAccountQuery message sent by an instructing party to the executing party to request the details related to the securities account.
reda.020.001.01,SecuritiesAccountStatusAdviceV01,"The SecuritiesAccountStatusAdvice message is send by the the executing party to an instructing party to provide the status of the execution of an creation, modification or deletion of securities account reference data.  Usage:  When processing information is negative – a failure occurred in applying the changes the message accordingly also delivers information about the reason why the creation or update could not be processed.  When the processing is succesfully performed, the message includes the related securities account identification."
reda.021.001.01,SecuritiesAccountReportV01,The SecuritiesAccountReport message sent by the executing party to an instructing party to provide the details of the securities account details as requested in the query.
reda.022.001.02,PartyModificationRequestV02,Scope: The PartyModificationRequest message is sent by the instructing party to the executing party to request for an update of the party reference data of a party defined in the executing system.  Usage: It aims at instructing the update of an existing party by amending its existing details or by providing additional details. Processing and confirmation of the party modification request message are provided via a party status advice.
reda.023.001.01,SecuritiesAccountModificationRequestV01,The SecuritiesAccountModificationRequest message is sent by an instructing party to the executing party to instruct the update of an existing securities account by amending its existing attributes or by providing additional attibutes details.  Usage: Processing and confirmation of the securities account creation request message are provided via a SecuritiesAccountStatusAdvice message.
reda.029.001.01,SecurityMaintenanceStatusAdviceV01,"SCOPE An executing/servicing party sends a SecurityMaintenanceStatusAdvice message to an instructing party to report the status of a SecurityMaintencanceRequest message previously sent by the instructing party.   The SecurityMaintenanceStatusAdvice message may be sent as a response to the request of the instructing party or not.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE Initiator: executing/servicing party."
reda.030.001.01,SecurityDeletionStatusAdviceV01,"SCOPE An executing/servicing party sends a SecurityDeletionStatusAdvice message to an instructing party to report the status of a SecurityDeletionRequest message previously sent by the instructing party.   The SecurityDeletionStatusAdvice message is sent as a response to the request of the instructing party.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE Initiator: executing/servicing party."
reda.031.001.01,PartyDeletionRequestV01,Scope: The PartyDeletionRequest message is sent by the instructing party to the executing party to request a deletion of a party defined in the executing system.  Usage: It aims at instructing the deletion of an existing party by providing its identification. Processing of the party deletion request message is provided via a party status advice.
reda.032.001.01,SecuritiesAccountDeletionRequestV01,The SecuritiesAccountDeletionRequest message is sent by an instructing party to the executing party to request for the deletion of a securities account from the securities account reference data defined in the system of the executing party.  Usage:  It aims at instructing the deletion of an existing securities account providing securities account identification. The result of the deletion is provided through a SecuritiesAccountStatusAdvice message.
reda.033.001.01,SecuritiesAuditTrailQueryV01,The SecuritiesAuditTrailQuery message is sent by an instructing party to the executing party to query for the securities audit trail recorded in the system.
reda.034.001.01,SecuritiesAuditTrailReportV01,The SecuritiesAuditTrailReport message is sent by the executing party to an instructing party to provide detailed information on the requested securities audit trail recorded in the system.
reda.035.001.01,SecuritiesAccountActivityAdviceV01,The SecuritieAccountActivityReport message is sent by the executing party to an instructing party containing information about changes on securities account reference data.  Scope and usage:  It aims at informing about the changes occurred during a business date for securities account reference data.
reda.036.001.01,SecuritiesAccountAuditTrailQueryV01,The SecuritiesAccountAuditTrailQuery message is sent by an instructing party to the executing party to query for the securities account audit trail recorded in the system.
reda.037.001.01,SecuritiesAccountAuditTrailReportV01,The SecuritiesAccountAuditTrailReport message is sent by the executing party to an instructing party to provide detailed information on the requested securities account audit trail recorded in the system.
reda.041.001.02,PartyActivityAdviceV02,The PartyActivityReport message is sent by the executing party to an instructing party containing information about changes on party reference data.  Scope and usage: It aims at informing about the changes occurred during a business date for party reference data.
reda.042.001.01,PartyAuditTrailQueryV01,The PartyAuditTrailQuery message is sent by an instructing party to the executing party to query for the party audit trail recorded in the system.
reda.043.001.02,PartyAuditTrailReportV02,The PartyAuditTrailReport message is sent by the executing party to an instructing party to provide detailed information on the requested party audit trail recorded in the system.
reda.045.001.01,SecurityCSDLinkCreationRequestV01,"SCOPE An instructing party sends a SecurityCSDLinkCreationRequest message to an executing/servicing party to request the creation of the link between a financial instrument and a CSD in their system.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security CSD Link static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE The request is sent when the instructing party identified a gap in the security CSD Link coverage of the executing/servicing party. The instructing party needs this security CSD Link to be set-up at the executing /servicing party to perform its activities.  Initiator: instructing party."
reda.046.001.01,SecurityCSDLinkMaintenanceRequestV01,"SCOPE An instructing party sends a SecurityCSDLinkMaintenanceRequest message to an executing/servicing party to request the maintenance of the link between a financial instrument and a CSD in their system.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security CSD Link static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE The request is sent when the instructing party identified a gap in the security CSD Link coverage of the executing/servicing party. The instructing party needs this security to be maintained at the executing /servicing party to perform its activities.  Initiator: instructing party."
reda.047.001.01,SecurityCSDLinkStatusAdviceV01,"SCOPE An executing/servicing party sends a SecurityCSDLinkStatusAdvice message to an instructing party to report the status of a SecurityCSDLink Request message previously sent by the instructing party.   The SecurityCSDLinkStatusAdvice message may be sent as a response to the request of the instructing party or not.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish security CSD Link static data, or  - a Corporate, or - a Bank, or - a Market Infrastructure, or  - a Market Data Provider.  USAGE Initiator: executing/servicing party."
reda.049.001.01,AccountLinkCreationRequestV01,"SCOPE: The AccountLinkCreationRequest message is sent by the instructing party to the executing/servicing party to request the creation of an account link between a securities account and a cash account in their system.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish account link static data, or - a Corporate, or - a Bank, or - a Market Infrastructure, or - a Market Data Provider.  USAGE The request is sent when the instructing party identified a gap in the account link coverage of the executing/servicing party. The instructing party needs this account link to be set-up at the executing /servicing party to perform its activities.  Initiator: instructing party."
reda.050.001.01,AccountLinkMaintenanceRequestV01,"SCOPE: The AccountLinkMaintenanceRequest message is sent by the instructing party to the executing/servicing party to request for the maintenance of an account link in their system.  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish account link static data, or - a Corporate, or - a Bank, or - a Market Infrastructure, or - a Market Data Provider.  USAGE: The request is sent when the instructing party identified a gap in the account link coverage of the executing/servicing party. The instructing party needs this account link to be maintained at the executing /servicing party to perform its activities.  Initiator: instructing party."
reda.051.001.01,AccountLinkStatusAdviceV01,"SCOPE: The AccountLinkStatusAdvice message is sent by the executing/servicing party to the instructing party to provide details about the processing of a request on account link reference data (create or update).  The instructing party - executing/servicing party relationship may be: - Central Securities Depositories (CSD) who would like to publish account link static data, or - a Corporate, or - a Bank, or - a Market Infrastructure, or - a Market Data Provider.  USAGE: Initiator: executing/servicing party  When processing information is negative - a failure occurred in applying the changes the message accordingly also delivers information about the reason why the creation or update could not be processed. When the processing is successfully performed, the message includes the related account link identification."
reda.060.001.02,NettingCutOffReferenceDataUpdateRequestV02,The Netting Cut Off Reference Data Update Request message is sent to a central system by a participant to request an update to a participant's netting cut off held at the central system.
reda.061.001.02,NettingCutOffReferenceDataReportV02,"The Netting Cut Off Reference Data Report message is sent to a participant by a central system to provide details of scheduled, changed, existing and previous netting cut off data held at a central system."
reda.064.001.02,CalendarQueryV02,The CalendarQuery message is sent by the system member to the system administrator to request information on the the system status for specific calendar days.
reda.065.001.02,CalendarReportV02,The CalendarReport message is sent by the system administrator to the system member is to return information on the system status for specific calendar days.
reda.066.001.02,RequestToPayCreditorEnrolmentRequestV02,"The RequestToPayCreditorEnrolmentRequest message is sent by the creditor RTP (Request To Pay) provider to an RTP directory provider and optionally by the creditor to a creditor RTP provider to request the creditor registration in the RTP directory.  The message may also be forwarded to any authorised third party, as defined in the local scheme."
reda.067.001.02,RequestToPayCreditorEnrolmentAmendmentRequestV02,"The RequestToPayCreditorEnrolmentAmendmentRequest message is sent by the creditor RTP (Request To Pay) provider to an RTP directory provider and optionally by the creditor to a creditor RTP provider to request for the amendment of the creditor registration in the RTP directory.  The message may also be forwarded to any authorised third party, as defined in the local scheme"
reda.068.001.02,RequestToPayCreditorEnrolmentCancellationRequestV02,"The RequestToPayCreditorEnrolmentCancellationRequest message is sent by the creditor RTP (Request To Pay) provider to an RTP directory provider and optionally by the creditor to a creditor RTP provider to request for the cancellation of the creditor registration in the RTP directory.  The message may also be forwarded to any authorised third party, as defined in the local scheme"
reda.069.001.02,RequestToPayCreditorEnrolmentStatusReportV02,"The RequestToPayCreditorEnrolmentStatusReport message is sent from the RTP (Request To Pay) directory provider to the creditor RTP provider and optionally from the creditor RTP provider to the creditor or any of the forwarding agent to provide the status of the initial creation, amendment or cancellation request."
reda.070.001.02,RequestToPayDebtorActivationRequestV02,The RequestToPayDebtorActivationRequest message is sent by the debtor RTP (Request To Pay) provider to the creditor RTP provider and optionally from the debtor to its RTP provider and from the creditor RTP provider to the creditor to request the debtor activation of the RTP service with that specific creditor.
reda.071.001.02,RequestToPayDebtorActivationAmendmentRequestV02,The RequestToPayDebtorActivationAmendmentRequest message is sent by the debtor RTP (Request To Pay) provider to the creditor RTP provider and optionally from the debtor to its RTP provider and from the creditor RTP provider to the creditor to request for the amendment of the debtor activation of the RTP service with that specific creditor.
reda.072.001.02,RequestToPayDebtorActivationCancellationRequestV02,The RequestToPayDebtorActivationCancellationRequest message is sent by the debtor RTP (Request To Pay) provider to the creditor RTP provider and optionally from the debtor to its RTP provider and from the creditor RTP provider to the creditor to request for the cancellation of the debtor activation of the RTP service with that specific creditor.
reda.073.001.02,RequestToPayDebtorActivationStatusReportV02,"The RequestToPayDebtorActivationStatusReport message is sent from the recipient of the debtor activation request message (initiation, amendment or cancellation), such as the creditor RTP provider or the creditor, to the initiator of the debtor activation request message (debtor, debtor RTP provider or any of the forwarding agent) to provide the status of the request.  "
reda.074.001.01,TripartyCollateralUnilateralRemovalRequestV01,"Scope: A collateral giver/taker sends a TripartyCollateralFinancialInstrumentRemovalRequest to the Triparty Agent to remove a financial instrument from the collateral pool.  The status of this request is provided with the reda.028 , the CollateralDataStatusAdvice."
remt.001.001.06,RemittanceAdviceV06,The RemittanceAdvice message allows the originator to provide remittance details that can be associated with a payment.
remt.002.001.03,RemittanceLocationAdviceV03,The RemittanceLocationAdvice message allows the originator of the message to identify where the remittance advice is located for a related payment.
secl.001.001.04,TradeLegNotificationV04,Scope The TradeLegNotification message is sent by the central counterparty (CCP) to a clearing member to report the trade that has been executed by the trading platform.  The message definition is intended for use with the ISO20022 Business Application Header.  Usage The CCP reports both sides of the trade from the clearing member perspective. The CCP sends a message to the global clearing member of the seller and a message to the global clearing member of the buyer. Note: An individual clearing member only clear its own trades.
secl.002.001.04,TradeLegNotificationCancellationV04,Scope The TradeLegNotificationCancellation message is sent by the central counterparty (CCP) to a clearing member to notify the cancellation of a TradeLegNotification message previously sent.  The message definition is intended for use with the ISO20022 Business Application Header.  Usage The previously sent message must be the Trade Leg Notification message.
secl.003.001.04,TradeLegStatementV04,Scope The TradeLegStatement message is sent by the central counterparty (CCP) to a clearing member to report all trades that have been executed by the trading platform.  The message definition is intended for use with the ISO20022 Business Application Header.  Usage The TradeLegStatement message may be either sent: - during the day (to report trades execution by batch) or - as an end of day report.
secl.004.001.04,NetPositionV04,Scope The Net Position Report message is sent by the central counterparty (CCP) to a clearing member to confirm the net position of all trade legs reported during the day.  The message definition is intended for use with the ISO 20022 Business Application Header.  Usage The central counterparty (CCP) nets all the positions per clearing account and sends the Net Position report message to the Clearing member.
secl.005.001.02,MarginReportV02,"Scope The MarginReport message is sent by the central counterparty (CCP) to a clearing member to report on: - the exposure resulting from the trade positions - the value of the collateral held by the CCP (market value of this collateral) and - the resulting difference representing the risk encountered by the CCP.  The message definition is intended for use with the ISO20022 Business Application Header.  Usage There are four possibilities to report the above information. Indeed, the margin report may be structured as follows: - per clearing member: the report will only show the information for the clearing member, or - per clearing member and per financial instrument: the report will show the information for the clearing member, structured by security identification, or - per clearing member and per non clearing member: the report will show the information for the clearing member (that is for global clearing member only) structured by non clearing member(s), or - per clearing member and per non clearing member and per security identification: the report will show the information for the clearing member (global clearing member only) structured by non clearing member(s) and by security identification."
