OSMP MDR - ISO 20022 Data Dictionary (Full eRepository)
Source: ISO 20022 eRepository 2025-04-24
"Unique definitions: 66,956","Raw: 9,131,908 bytes","D:PACK: 1,170,864 bytes"
OtherReasonsThatTheLiabilitiesOfTheContractAreFufilled,"If the liabilities under the contract (loan agreement) are fulfilled (stopped) on other grounds, not mentioned in the currency control regulation.",1
OtherReceivingSettlementParties,"Receiving parties, other than the buyer, needed for deriving the standing settlement instruction (for example, depository) or provided for information purposes (for example, instructing party settlement chain).",15
OtherRecipient,Other type of recipient of action data.,2
OtherRecommendedAction,Other recommended action based on risk assessment defined at national or private level.,2
OtherReconciliationActivityType,Other reconciliation activity type defined at private or national level,3
OtherReconciliationType,Other type of reconciliation.,4
OtherRedemptionRestrictions,Specifies any other restrictions that may limit an investor's ability to redeem.,2
OtherReference,Linked other reference.,2
OtherReference,Reference to a linked message sent in a proprietary way or reference of a system.,13
OtherReference,Reference to a linked message sent in a proprietary way or the reference of a system.,9
OtherReference,Reference to a linked proprietary message or reference of a system that was previously received.,5
OtherReference,Reference to the linked message sent in a proprietary way or the reference of a system.,3
OtherReference1,Other option to express a reference.,1
OtherReferenceGuideline,"LinkedReference/OtherReference should be used for an account opening or an account modification instruction sent by proprietary way or for system references.  If LinkedReference/OtherReference is present, LinkedReference/OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",1
OtherReferenceGuideline,"LinkedReference/OtherReference should be used for an account opening or an account modification instruction sent by proprietary way or for system references.  If LinkedReference/OtherReference is present, LinkedReference/OtherReference/MessageName must contain, for example, 'fax' or 'phone' or 'email'.",1
OtherReferenceGuideline,"OtherReference should be used for an account opening or an account modification instruction sent by proprietary way or for system references.  If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",1
OtherReferenceGuideline,"OtherReference should be used for an account opening or an account modification instruction sent in a proprietary way or for system references.  If OtherReference is present, OtherReference/MessageName must contain, for example, 'fax' or 'phone' or 'email'.",2
OtherReferenceGuideline,"OtherReference should be used for orders sent by proprietary way or for system references.  If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",1
OtherReferenceGuideline,"OtherReference should be used for orders sent by proprietary way or for system references.  If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email'.",1
OtherReferenceGuideline,"OtherReference should be used to reference an order cancellation 'message' sent in a proprietary way or used for a system reference. If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",2
OtherReferenceGuideline,"OtherReference should be used to reference an order confirmation cancellation 'message' sent in a proprietary way or used for a system reference. If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",1
OtherReferenceGuideline,"OtherReference should be used to reference an order confirmation, order confirmation cancellation or order confirmation amendment 'message' sent in a proprietary way or used for a system reference. If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",2
OtherReferenceGuideline,"OtherReference should be used to reference an order instruction or cancellation 'message' sent in a proprietary way or used for a system reference. If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",2
OtherReferenceGuideline,"Reference/OtherReference should be used to reference an order instruction sent in a proprietary way or used for a system reference. If Reference/OtherReference is present, Reference/OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",1
OtherReferenceGuideline,"RequestDetails/Reference/OtherReference should be used to reference an order instruction or cancellation 'message' sent in a proprietary way or used for a system reference. If RequestDetails/Reference/OtherReference is present, RequestDetails/Reference/OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",2
OtherReferenceRule,"OtherReference should be used for transfers sent by proprietary way or for system references.  If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', for example.",1
OtherReferenceRule,"OtherReference should be used to reference a transfer cancellation request 'message' sent in a proprietary way or used for a system reference. If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",2
OtherReferenceRule,"OtherReference should be used to reference a transfer instruction or a transfer cancellation request 'message' sent in a proprietary way or used for a system reference. If OtherReference is present, OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",3
OtherReferenceRule,"Reference/OtherReference should be used to reference a transfer cancellation request 'message' sent in a proprietary way or used for a system reference. If Reference/OtherReference is present, References/OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",1
OtherReferenceRule,"Reference/OtherReference should be used to reference a transfer cancellation request 'message' sent in a proprietary way or used for a system reference. If Reference/OtherReference is present, References/OtherReference/MessageName must contain, for example, 'fax' or 'phone' or 'email'.",3
OtherReferenceRule,"Reference/OtherReference should be used to reference a transfer instruction or a transfer cancellation request 'message' sent in a proprietary way or used for a system reference. If Reference/OtherReference is present, Reference/OtherReference/MessageName must contain 'fax' or 'phone' or 'email', etc.",11
OtherRegisteredNumberType,Other type of Registered Number.,1
OtherReportingEntity,Other type of fraud reporting entity.,5
OtherRequest,Customer profile is sent via an account enquiry selecting an account.,1
OtherResult,"Additional result of the verification, for instance for electronic commerce.",4
OtherResult,Other nationally or privately defined additional service result code.,1
OtherResult,Other type of result of the processing.,10
OtherResult,Other type of result.,1
OtherResultDetails,Other result details of the processing.,8
OtherReviewRelatedToValueAndOrChargesUK,"Specifies the outcome of other review about fair value and/or charges. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09070.",1
OtherReviewRelatedToValueAndOrChargesUKRule,"If AssessmentOfValueRequiredUnderCOLLUK value is NSCO, and OutcomeOfPRINValueAssessmentOrReviewUK is absent, then OtherReviewRelatedToValueAndOrChargesUK must be present.",1
OtherReviewRelatedToValueAndOrChargesUKType1Code,"Specifies the outcome of other review about fair value and/or charges. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09070.",1
OtherReviewRelatedToValueAndOrChargesUKTypeCode,"Specifies the outcome of other review about fair value and/or charges. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09070.",1
OtherRiskAggregation,Margin model used to calculate collateral requirements where the total collateral requirement to cover potential future exposures for a portfolio is an aggregation of the estimated potential future exposure on each financial instrument of that portfolio. Such the methodology for such aggregation is defined explicitly by the model itself.,1
OtherRule,"If Reason/Code/OTHE (Other) is present, then AdditionReasonInformation must be present and the reason for the rejection status must be provided.",1
OtherRule,"If Reason/Code/OTHR (Other) is present, then AdditionReasonInformation must be present and the reason for the rejection status must be provided.",1
OtherRulesAndVersion,Applicable rules are not URBPO and are specified here with version.,1
OtherSecurityCharacteristics,Other security characteristics.,10
OtherSensor,Other sensors and indicators unit.,1
OtherServiceActivity,Other service activities.,1
OtherSettlementAgentInterface,Other settlement agent interface.,1
OtherSettlementReportType,Other type of settlement report in free text.,3
OtherSettlementTotals,Other settlement totals.,1
OtherShortTermDebtSecurities,Other short term debt securities issued.,1
OtherSourceType,Any other type of funding source used to perform the transfer of funds.,1
OtherSpecificInvestmentNeed,"Specifies other specific investment needs. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 05115.",3
OtherStatusRule,"If Structured is Other, then AdditionalInformation is mandatory.",3
OtherStorageLocation,Other private or national storage location code.,2
OtherSusbtitutePayment,Tax category for other substitute payment that cannot be categorised.,1
OtherSwitchRestrictions,Specifies any other restrictions that may limit an investor's ability to switch.,1
OtherSystemCode,Specifies other system.,1
OtherTarget,Other type of target for action data.,2
OtherTargetMarket1,Other target market parameter.,1
OtherTargetMarketInvestor1,Investor type target market.,1
OtherTargetMarketInvestorKnowledge1,Investor knowledge and experience target market.,1
OtherTargetMarketLossBearing1,Loss bearing target market.,1
OtherTargetMarketRiskTolerance1,Risk tolerance target market.,1
OtherTaxCodeIndicator,Indicates whether or not another tax code exists.,1
OtherTaxType,Specifies types of tax not present in a code list.,3
OtherTaxableIncome,Tax category for other taxable income proceeds.,1
OtherTaxes,Other taxes,1
OtherTelecomRelatedBill,Transaction is related to a payment of other telecom related bill.,2
OtherTimeFrameDescription,Description of the timeframe.,8
OtherTimeFrameDescription,Specifies a description of any other TimeFrame that may be used for the DealingCutOffTimeFrame,1
OtherTimeFrameDescription,Specifies a description of any other TimeFrame that may be used for the DealingCutOffTimeFrame.,1
OtherTotals,Other settlement totals.,2
OtherTransactionAttribute,Other transaction attribute defined at national or private level.,15
OtherTransactionIdentification,Identification of a transaction that cannot be identified using a standard reference element present in the message.,32
OtherTransactionIdentification,Reference to a transaction that cannot be identified using a standard reference element present in the message.,7
OtherTransactions,Covers any securities transactions type not covered as a dedicated type.,1
OtherTransferableSecurities,Securities meeting the criteria laid down in the relevant legislation.,3
OtherTransportType,Other type of transportation.,3
OtherType,Additional information to specify the type of amount of fee.,3
OtherType,Additional information to specify the type of amount.,4
OtherType,Any other type of funding source used to perform the transfer of funds.,1
OtherType,Contains other call type values.,2
OtherType,Description of other type of amount or fee.,6
OtherType,Description of other type of charge.,1
OtherType,Grace period other unit type.,1
OtherType,Other Additional Identification applied to the transaction.,1
OtherType,Other action type to be performed.,1
OtherType,Other additional service applied to the transaction.,2
OtherType,Other additional service available at the location. ,1
OtherType,Other amount type defined at national or private level.,3
OtherType,Other card account balance type.,3
OtherType,Other funding source used for deposit.,3
OtherType,Other instalment amount detail type.,2
OtherType,Other message error type defined at national or private level.,1
OtherType,Other party type defined at national or private level.,1
OtherType,Other reconciliation category defined at national or private level.,3
OtherType,Other reconciliation message type defined at national or private level.,2
OtherType,Other software type,1
OtherType,Other type of amount.,4
OtherType,Other type of authentication or verification.,3
OtherType,Other type of authentication.,3
OtherType,Other type of credential. ,1
OtherType,Other type of customer device in free text.,3
OtherType,Other type of entity providing risk assessment data.,1
OtherType,Other type of fraud.,2
OtherType,Other type of hours worked. ,1
OtherType,Other type of identification.,5
OtherType,"Other type of interest applied to the instalment, when Type is OtherNational or OtherPrivate.",2
OtherType,Other type of lodging establishment when Other National or Other Private is selected as a type code. ,2
OtherType,Other type of operating system.,1
OtherType,Other type of party.,2
OtherType,Other type of product or service associated with the line item. ,3
OtherType,"Other type of tax. Describes the type of tax when Other, Other National, Other Private or Other Taxes Type is selected. ",3
OtherType,Other type of terminal.,6
OtherType,Other type of vehicle rental activity. ,2
OtherTypeOfCharge,Description of other type of charge.,2
OtherTypeOfCollateral,Description of the collateral and the amount.,2
OtherTypeOfCollateral,Provides a description and an amount of another type of collateral.,8
OtherTypeOfCollateral2,Allows to specify other collateral type by providing a description and the quantity.,1
OtherTypeOfCollateral3,Allows to specify other collateral type by providing a description and the quantity.,1
OtherTypeOfMasterAgreement,Other type of master agreement.,1
OtherUnderlyingSecurity,"Identification of the secondary underlying financial instrument, ie, the non-principal financial instrument affected by the corporate action event.",1
OtherUnitOfMeasure,Identifies the unit of measure not present in the code list.,5
OtherUnitOfMeasure,Other unit of measure.,11
OtherUnitType,Grace period other unit type.,2
OtherValueType,Other type of loyalty value used for the programme.,1
OtherVehicle,Commercial type is other vehicle.,1
OtherWeightUnit,Other unit of measure the item being shipped .,1
Others,"Other financial asset type balance according to a different classification, which is not explictly defined.",1
Ounce,Unit of weight equal to a sixteenth of a pound.,1
Out,Cassette for dispense.,1
OutFlow,Indicates outflows out of the account.,1
OutForRegistration,Balance of financial instruments currently being processed by the institution responsible for registering the new beneficial owner (or nominee).,2
OutForRegistration,Balance of securities currently being processed by the institution responsible for registering the new beneficial owner (or nominee) of securities after a transaction has settled.,2
OutForRegistrationBalance,Balance of financial instruments currently being processed by the institution responsible for registering the new beneficial owner (or nominee).,37
OutForRegistrationBalance,Quantity of securities in the sub-balance.,3
OutMainCountryIndex,Accepted value of stocks composing an index located outside its country of origin.,1
OutOfBalance,Out of balance.,1
OutOfCustomerService,ATM manager has requested to the ATM to stop customer services.,1
OutOfHours,Indicates out of business hours processing.,1
OutOfOrder,Component not working properly.,1
OutOfOrder,The POI Terminal or the POI System cannot work.,1
OutOfRange,Query time was out of range.,1
OutOfSequence,Message is out of sequence.,1
OutOfService,ATM out of service.,1
OutOfService,Query time was over system service time.,1
OutOfServiceDevice,List of ATM devices out of service.,1
OutOfSynchronisation,Keys not synchronised.,1
OutcomeOfCOLLAssessmentOfValueRule,If AssessmentOfValueRequiredUnderCOLLUK value is YSCO then OutcomeOfCOLLAssessmentOfValueUK must be present.,1
OutcomeOfCOLLAssessmentOfValueUK,"Specifies whether charges are justified based on the COLL assessment. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09050.",1
OutcomeOfCOLLAssessmentOfValueUKType1Code,"Specifies whether charges are justified based on the COLL assessment. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09050.",1
OutcomeOfCOLLAssessmentOfValueUKTypeCode,"Specifies whether charges are justified based on the COLL assessment. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09050.",1
OutcomeOfPRINValueAssessmentOrReviewUK,"Specifies the outcome of PRIN value assessment or review about fair value of product. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09060.",1
OutcomeOfPRINValueAssessmentOrReviewUKType1Code,"Specifies the outcome of PRIN value assessment or review about fair value of product. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09060.",1
OutcomeOfPRINValueAssessmentOrReviewUKTypeCode,"Specifies the outcome of PRIN value assessment or review about fair value of product. When used in reference to MiFID, this is in the scope of the European MiFID Template (EMT) reference 09060.",1
OutcomeOfPRINValueAssessmentRule,"If AssessmentOfValueRequiredUnderCOLLUK value is NSCO, and OtherReviewRelatedToValueAndOrChargesUK is absent, then OutcomeOfPRINValueAssessmentOrReviewUK must be present.",1
Outdoor,Indicates whether the terminal is operated outdoor or indoor at the point of service. True: The terminal is operated outdoor False: The terminal is operated indoor,2
OutdoorIndicator,Indicates whether the terminal is operated outdoor or indoor at the point of service.  True: The terminal is operated outdoor. False: The terminal is operated indoor.,2
OutdoorIndicator,Indicates whether the terminal is operated outdoor or indoor at the point of service. True: The terminal is operated outdoor False: The terminal is operated indoor,2
Outgoing,Amount of money paid out.,1
OutgoingAmount,Outgoing amount on special conditions.,1
OutgoingCall,Outgoing phone call,1
OutliersIncluded,Flag to identify whether the reported Securities Financing Transaction position contains abnormal values.,3
OutputBarcode,Content of message displayed or printed as Barcode.,6
OutputBarcode1,Barcode content to display or print.,1
OutputBarcode2,Barcode content to display or print.,1
OutputContent,Content of the message to print.,6
OutputContent,Document to print.,6
OutputContent,Updated content of the message to display before input.,6
OutputDisplay,Message to be displayed.,12
OutputFormat1Code,Message format.,1
OutputFormat2Code,Information format.,1
OutputFormat3Code,Type of output format.,1
OutputFormat4Code,Output of message format.,1
OutputFormat5Code,Specifies the format of the data.,1
OutputFormatCode,Available message format to display or print.,1
OutputResult,Give result for display request.,2
OutputResult,Result of display request.,6
OutputResult1,"Information related to the result the output (display, print, input).",1
OutputResult2,"Information related to the result the output (display, print, input).",1
Outright,Outright.,1
OutrightInvestment,Indicates that the investment was an outright purchase of a financial instrument or security as an investment.,2
OutsideCSD,SDRT paid outside of CSD on corporate action.,1
OutsideIndex,Unexpected divergence between the price behaviour of an underlying position or portfolio and the price behaviour of a hedging position or benchmark.,1
Outstanding,Indicates whether there is an outstanding bonus or withdrawal amount.,2
Outstanding,Outstanding capital.,1
OutstandingAmount,Amount of baseline not yet utilised.,1
OutstandingAmount,Price multiplied by the outstanding quantity for a line.,2
OutstandingBalance,Amount is the outstanding balance.,1
OutstandingDerivatives,Detailed statistics on reconciliation for outstanding derivatives.,1
OutstandingFundingForSettlement,Continuous Processing Line on Hold Instruction.,1
OutstandingFundingForSettlement,Warning messages that is send to participants when settlement account must be funded.,1
OutstandingLineItemsTotalAmount,Difference between the ordered and the accepted line items total amount.,2
OutstandingLoan,Specifies whether the values defined as active or historic currency and amount are matching or not.,1
OutstandingMarginLoanAmount,Specifies whether the values defined as active or historic currency and amount are matching or not.,1
OutstandingMarginLoanAmount,Total amount of margin loans in base currency.,5
OutstandingMarginLoanCurrency,Margin loans in base currency.,1
OutstandingPrincipal,Amount is the outstanding principal.,1
OutstandingQuantity,Difference between the ordered quantity and the accepted one.,2
OutstandingSettlementAmount,"Amount that remains to be settled, in the specified currency if a trade is partially delivered early or partially unwound.",2
OutstandingTotalNetAmount,Total net amount for which a mismatched data set has been submitted and has not yet been accepted or rejected.,2
OutstandingTradeIndicator,Field to define whether if the query response file will include all trades or only the outstanding trades. ,3
OutstandingTradeIndicator,Indicates whether the response must include all trades  (false) or only the outstanding trades (true). ,2
OutstandingUnits,Investment fund class currently held by shareholders.,1
OverAllocated,Quantity of financial instrument of the block trade has been overallocated.,1
OverAllotmentAmount,Amount for which a security can be overalloted (as in greenshoe option).,4
OverAllotmentRate,Percentage for which a security can be overalloted (as in greenshoe option).,4
OverAndAbove,Feature whereby the holder can elect a quantity to receive over and above normal ensured entitlement.,1
OverAndAboveNormalEnsuredEntitlementQuantity,Quantity instructed to be received over and above normal ensured entitlement.,2
OverAndAboveQuantityGuideline,"OverAndAboveNormalEnsuredEntitlementQuantity defines the quantity to receive on top of the normal entitlement, not the combined quantity.",1
OverAndAboveQuantitySecuritiesProceeds,Securities proceeds for which an over and above normal endured quantity has been provided.,1
OverNight,Period of time between the end of a business day and the start of the next business day (usually the day after).,1
OverNightDeposit,Account used for overnight deposits.,2
OverSubscriptionDepositPrice,Amount of money required per over-subscribed equity as defined by the issuer.,25
OverSubscriptionDepositPriceRelatedEvent,Corporate action event for which an over subscription deposit price is provided.,1
OverTheCounter,Place at which the Over-the-Counter (OTC) transaction is executed.,3
OverTheCounter,The place is over the counter.,1
OverTheDay,Indicates whether to execute parts of the order over the course of the day. Usually done with large block orders.,1
OverallCollateralAggregation,"Overall Collateral  contains the global collateral status of all transactions covered in the message, in the reporting currency, that is, the total of the exposure amount, of the posted collateral, of the margin amounts, of the accrued interest, of the fees or commissions and of the principals. In addition, it provides collateral-specific information. ",1
OverallCollateralDetails2,"Global collateral status of all transactions covered in the message, in the reporting currency, that is, the total of the exposure amount, of the posted collateral, of the margin amounts, of the accrued interest, of the fees or commissions and of the principals. In addition, it provides collateral-specific information.",1
OverallTotal,"Overall aggregated total value and volume of  - settled and failed and total of internalised settlement instructions, and - failed rate of internalised settlement instructions performed during the period covered by the report, for all financial instruments, types of transactions, types of clients and cash transfers.",2
Overdraft,Account is used for overdrafts.,2
Overdue,Investigation is taking too long.,1
OverdueNetPending,Net balance of financial instrument that is traded pending settlement and settlement is overdue.,1
Overflow,There is a fund overflow.,1
Overnight,Daily fixing according to the tenor of the index.,1
Overnight,Event takes place overnight.,2
Overnight,Repo with a term of one day.,1
Overnight,Tenor is overnght.,1
Overnight,Transaction is related to overnight clearing.,1
OvernightDelivery.,Overnight delivery.,1
OvernightDeposit,Transaction is linked to an overnight deposit.,1
OvernightDeposit,"Unsecured, offshore Eurodollar used by corporations for depositing cash flows overnight, usually deposited to a branch of a domestic bank. An overnight deposit is a facility to place short-term surplus funds with a bank, (generally central banks), at the end of the day while earning interest. The rate provides the floor for short-term money market rates. Due to a large minimum, banks offer overnight deposits primarily to large clients.",1
OvernightFrequencyRateFixing,"Indicates for a floating rate transaction if an overnight frequency  rate fixing should be applied.  If not present, a periodic fixing frequency will be applied (default is N).    ",1
OvernightFrequencyRateFixing,"Indicates for a floating rate transaction if an overnight frequency  rate fixing should be applied.  If not present, a periodic fixing frequency will be applied (default is N).     ",1
OvernightFrequencyRateFixing,Overnight Frequency Rate Fixing does not match.,1
OvernightFrequencyRateFixingForFloatingOnly,The Overnight Frequency Rate Fixing flag can be used only for floating rates. ,1
OvernightFrequencyRateFixingForFloatingOnly,The overnight frequency rate fixing flag can be used only for floating rates.,1
OvernightFrequencyRateFixingGuideline,If the indicator is not present then the default interpretation  is that the rate fixing frequency is periodic. ,1
OvernightFrequencyRateFixingGuideline,If the indicator is not present then the default interpretation is that the rate fixing frequency is periodic.,1
OvernightIndexMultiCurrencySwap,Overnight Index Multi Currency Swap.,1
OvernightIndexSingleCurrencySwap,Overnight Index Single Currency Swap.,1
OvernightIndexSwap3Choice,Choice between a reason for no activity and the overnight index swaps segment transaction details.,1
OvernightIndexSwap4Choice,Choice between a reason for no activity and the overnight index swaps segment transaction details.,1
OvernightIndexSwapTransaction3,Provides the details of each individual overnight index swap transaction.,1
OvernightIndexSwapTransaction4,Provides the details of each individual overnight index swap transaction.,1
OvernightIndexSwapType1Code,Specifies the type of overnight index swap transaction.,1
OvernightIndexSwapTypeCode,Specifies the type of overnight index swap transaction.,1
OvernightIndexSwapsReport,Provides the reason why no activity is reported or the required list of transactions for the overnight index swaps segment.,2
OverrideIndicator,Indicates whether an arrangement has to be overridden or not.,1
OverseasSecuritiesLendingAgreement,Overseas Securities Lending Agreement.,1
Oversubscribe,Subscribe to more equities than underlying securities position allows.,2
OversubscriptionAmount,Amount of oversubscription allowed by the issuer.,1
OversubscriptionAmount,Amount paid to the issuer / agent for the oversubscription cost.,3
OversubscriptionBalance,"For rights subscription events, total number of oversubscribed units applicable to the payment or the subscription charge.",2
OversubscriptionChargeFlag,Indicates whether the cash debit for the oversubscription charge is made at the time of instruction submission.,4
OversubscriptionChargeFlag,"Indicates whether the cash debit for the oversubscription charge is made at the time of instruction submission. Yes: applicable. No: not applicable. When absent, means No.",2
OversubscriptionChargeIndicator,"Indicates whether the cash debit for the oversubscription charge is made at the time of instruction submission. Yes: applicable. No: not applicable. When absent, means No.",1
OversubscriptionIndicator,Indicates that the event permits the holder to subscribe to more securities than the underlying position allows.,1
OversubscriptionNotAllowed,Oversubscription is not allowed.,2
OversubscriptionQuantity,"For rights subscription events with an oversubscription feature, the quantity of the oversubscription for the given instruction.",5
OversubscriptionQuantityExceeded,Oversubscription quantity is greater than percentage of underlying shares.,2
OversubscriptionQuantityInvalid,Oversubscription quantity is invalid.,2
OversubscriptionQuantityNotUsed,Oversubscription quantity not used with this transaction type.,2
OversubscriptionRate,Rate of allowed over-subscription.,7
OversubscriptionRate,Rate of oversubscription allowed by the issuer.,1
OversubscriptionType,Type of oversubscription on the event.,8
OversubscriptionType1Code,Specifies the oversubscription type.,1
OversubscriptionTypeCode,Specifies the oversubscription type.,1
Overtime,Overtime,1
OwnAccountTradeType,Specifies the processing of a transaction in a own account trade type model.,1
OwnAccountTransferIndicator,Indicates whether the transfer results in a change of beneficial owner.,38
OwnedSecuritiesQuantity,Quantity of securities belonging to the beneficial owner specified.,15
Owner,A person has full ownership on the asset. ,1
Owner,Identifies specific characteristics about the business owner.,1
Owner,Investigated party is the owner.,1
Owner,List of plan owners.,1
Owner,Owner of the account which is being queried.,4
Owner,Party that legally owns the account.,8
OwnerCode,"Code representing the organisation that owns and is responsible of an enumerated code list, for example ISO.",1
OwnerEthnicity,Identifies the racial or ethnic type of the majority owner of the business.,1
OwnerEthnicityType,Specific type of business.,2
OwnerEthnicityTypeProvidedBy,Party that provided the type information.,2
OwnerIdentification,Identification of the owner of the account.,3
OwnerIdentification,Party that is the beneficial owner of the specified quantity of securities.,15
OwnerIdentification,Party that legally owns the account.,24
OwnerIdentification1Choice,Choice of individual or organisation details.,1
OwnerIdentification2Choice,Choice of individual or organisation details.,1
OwnerIdentification3Choice,Choice of individual or organisation details.,1
OwnerName,Name of the company or individual that acts in the capacity of owner.,1
OwnerName,Name of the company or individual that signs a charter party bill of lading that evidences shipment of the goods from a port of loading to a port of discharge and acts in the capacity of owner;.,1
OwnerName,Name of the instalment owner ,1
OwnerName,Owner name of an account.,5
OwnerType,Defines account owners/users relation to the account.,1
OwnerType,Specific type of business.,2
OwnerType1,Specifies the owner type and mandate type.,1
OwnerTypeProvidedBy,Party that provided the type information.,2
Ownership,Information about the ownership on an asset.,2
Ownership,Provides information about the ownership on an asset.,2
Ownership1,Provides ownership details  of a person on an asset.,1
OwnershipBeneficiaryRate,Percentage of ownership or beneficiary ownership of the shares/units in the account. All subsequent subscriptions and or redemptions will be allocated using the same percentage.,4
OwnershipBeneficiaryRate,Percentage of ownership or of beneficial ownership of the shares/units in the account. All subsequent subscriptions and or redemptions will be allocated using the same percentage.,5
OwnershipBeneficiaryRate,Percentage of ownership or of beneficial ownership of the shares/units in the account. All subsequent subscriptions or purchases and or redemptions or sells will be allocated using the same percentage.,6
OwnershipBeneficiaryRate1,Percentage of ownership or of beneficial ownership of the shares/units in the account.,1
OwnershipBeneficiaryRateRule,Either Rate or Fraction must be present. Both may be present.,1
OwnershipLegalRestrictions1Code,Specifies the regulatory restrictions applicable to a financial instrument.,1
OwnershipLegalRestrictionsCode,Specifies the regulatory restrictions applicable to a financial instrument.,1
OwnershipPercentage,Percentage of ownership that a person has on an asset.,2
OwnershipType,"Ownership status of the account, eg, joint owners.",4
OwnershipType,"Ownership status of the account, for example, joint owners.",17
OwnershipType,Specifies the type of ownership.,1
OwnershipType,"Specifies whether the account is, for example, in a nominee name or own name.",1
OwnershipType1Choice,Choice of formats for the specification of the ownership type.,1
OwnershipType2Choice,Choice of formats for the specification of the ownership type.,1
OwnershipType3Choice,Choice of format for the owner type.,1
OwnershipTypeOrExtendedOwnershipTypeRule,Either OwnershipType or ExtendedOwnershipType must be present but not both.,3
P27,P27 Clearing – Batch Payment Platform.,1
P27RealTime,P27 Clearing – Instant Payment Platform.,1
PAN,Primary Account Number,1
PAN,Primary Account Number (PAN) of the card or a surrogate of the PAN such as a payment token. ,4
PAN,Primary Account Number (PAN) of the card or a surrogate of the PAN such as a payment token. ISO 8583 bit 2,11
PAN,"Primary Account Number (PAN) of the card, or card number.",6
PAN,"Primary Account Number (PAN) of the card, or surrogate of the PAN by a payment token.",8
PAN,"Primary Account Number (PAN) of the card, or surrogate of the PAN by a payment token. It correspond to the ISO 8583 field number 2.",1
PAN,Primary Account Number (PAN) of the card.,7
PANAccountRange,"Leading digits of the PAN that identifies the card portfolio (for example, Issuer Identification Number). This data should not to be presented to the card acceptor or its environment. (for example, acquirer should not to send or make available to merchant).",12
PANAge,Number of days that the user’s PAN has been on file for the user.,2
PANFourLastDigits,Last four digits of the PAN.,3
PANReferenceIdentifier,PAN reference identifier.,3
PAY,Pay undertaking demand.,1
PDF,Document format is PDF.,1
PDF,Portable Document Format.,1
PEP,Personal equity plan.,1
PEP,"UK government schemes to encourage individuals to invest in securities based unit and investment trusts, offering certain tax benefits. These are not investment in their own right but are tax exempt wrappers in which individuals can hold equities, bonds and funds to shelter them from income and capital gains tax.   The Personal Equity Plan (PEP) and the Individual Savings Account (ISA) are provided only by UK based financial institutions.",4
PEP,"UK government schemes to encourage individuals to invest in securities based unit and investment trusts, offering certain tax benefits. These are not investment in their own right but are tax exempt wrappers in which individuals can hold equities, bonds and funds to shelter them from income and capital gains tax.  The Personal Equity Plan (PEP) and the Individual Savings Account (ISA) are provided only by UK based financial institutions.",1
PEPISACode,"Specifies the type of Transfer, PEP or ISA.",1
PEPISARule,"If ProductTransfer\ISA or ProductTransfer\PEP is present, then SecondaryIndividualInvestor and/or OtherIndividualInvestor is not allowed.  If ProductTransfer\ISA or ProductTransfer\PEP is present then the message elements in the list (PrimaryCorporateInvestor, SecondaryCorporateInvestor, OtherCorporateInvestor) are not allowed.",5
PEPISATransfer11,Information about a transfer instruction.,1
PEPISATransfer3,Describes the type of product and the assets to be transferred.,1
PEPISATransfer4,Describes the type of product and the assets to be transferred.,1
PEPISATransfer5,Describes the type of product and the assets to be transferred.,1
PEPISATransfer6,Describes the type of product and the assets to be transferred.,1
PEPISATransfer7,Information about a transfer instruction.,1
PEPISATransfer8,Describes the type of product and the assets to be transferred.,1
PEPOrISAOrPortfolioInformationV01,"Scope An executing party, eg, a (old) plan manager, sends the PEPOrISAOrPortfolioInformation message to the instructing party, eg, a (new) plan manager, to provide information about financial instruments held on behalf of a client. Usage The PEPOrISAOrPortfolioInformation message is used to provide information about one or more PEP or ISA or portfolio products held in a client's account.",1
